Structure_ID,Steere_ID,Database_Appearance,Site_Name,Site_Number,State,County,Period,Period_Certainty,Type,Structure,Shape_Class,Long_dimension,Short_dimension,Area_square_m,Functional_Class,Reference
994,,2014_02_25,Sherman,,ON,Chatham-Kent ON,08 LW/LP,,Structure,,,7,5,35,D,Murphy and Ferris 1990
1043,,2014_02_25,West Water Street,36-CN-175,PA,Clinton PA,08 LW/LP,,Structure,House A,,7.3,7.3,53.3,D,Custer et al. 1996
1044,,2014_02_25,Airport II,36-Lu-77,PA,Luzerne PA,08 LW/LP,,Structure,House I,,11.2,5.5,54.76,D,Garrahan 1990
1045,,2014_02_25,Airport II,36-Lu-77,PA,Luzerne PA,08 LW/LP,,Structure,House 2,,11,5.5,53.46,D,Garrahan 1990
1046,,2014_02_25,Airport II,36-Lu-77,PA,Luzerne PA,08 LW/LP,,Structure,House 3,,25.8,4,103.2,D,Garrahan 1990
1047,,2014_02_25,Airport II,36-Lu-77,PA,Luzerne PA,08 LW/LP,,Structure,House 4,Elliptical,4.5,4.5,15.9,D,Garrahan 1990
1048,,2014_02_25,Duncan Falls,,OH,Muskingum OH,05 EW,,NA,"post arcs, general",Arc/C,,,,D,Carskadden and Gregg 1974
1049,,2014_02_25,Vulcan,9-Br-775,GA,Bartow GA,02 EA,,Structure,,,6,6,,D,Ledbetter et al. 2004:175
1050,,2014_02_25,St. Anthony,36-Un-11,PA,Union PA,08 LW/LP,,Structure,,Elliptical,4.9,,,D,Stewart 1990
1051,,2014_02_25,36-Ly-34,36-Ly-34,PA,Lycoming PA,08 LW/LP,,Structure,,Rectangular,29,10.6,307.4,IO,Stewart 1990
1052,,2014_02_25,Shermans Creek,36-Pe-2,PA,Perry PA,08 LW/LP,,Structure,,Elliptical,6.4,3.7,20.02,D,Stewart 1990
1053,,2014_02_25,Workman,36-Bd-36,PA,Bedford PA,08 LW/LP,,Structure,,Rectangular,7.9,4.3,33.97,D,Stewart 1990
279,,2014_02_25,Fisher Farm,36-Ce-35,PA,Centre PA,08 LW/LP,,Structure,Feature 28,Rectangular,2.2,2.1,4.62,D,MacDonald 2008:103
1054,,2014_02_25,Fisher Farm,36-Ce-35,PA,Centre PA,08 LW/LP,,NA,,,,,,D,Stewart 1990
1055,,2014_02_25,Bald Eagle,36-Cn-102,PA,Clinton PA,08 LW/LP,,Structure,,,,,,D,Stewart 1990
1056,,2014_02_25,Petersburg Bridge,36-Hu-67,PA,Huntington PA,08 LW/LP,,Structure,,Elliptical,1.8,,,D,Stewart 1990
1057,,2014_02_25,Montgomery Island,36-Nb-113,PA,Northumberland PA,08 LW/LP,,Structure,,Elliptical,1.8,,,D,Stewart 1990
1058,,2014_02_25,Innes,,ON,Brant ON,04 LA,,Domestic area,Northern locus,NA,,,70,D,Lennox 1986
1059,,2014_02_25,Innes,,ON,Brant ON,04 LA,,Domestic area,Southern locus,NA,,,120,D,Lennox 1986
1060,,2014_02_25,Cherry Lane,AaHp-21,ON,Essex ON,08 LW/LP,,Structure,,Elliptical,13,7,78.53,IO,Murphy and Ferris 1990:236
1061,,2014_02_25,Liahn I,,ON,Chatham-Kent ON,08 LW/LP,,Structure,,,24,7,168,ND,Murphy and Ferris 1990:245
1062,,2014_02_25,Thunderbird,44-Wr-11,VA,Warren VA,01 PI,,Structure,Area 1A structure,Elliptical,7.3,3,20.83,D,Gardner 1974:20-21; Gardner 1983
1063,,2014_02_25,Little Oak Island,16-Or-7,LA,Orleans LA,05 EW,,Structure,"""Southeast house""",,,,,D,Shenkel and Holley 1975
1064,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure A,Elliptical,6.6,6.6,33.72,D,Petherick 1987:42
1065,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure B,,4,3.8,,D,Petherick 1987:42
1066,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure C,Elliptical,5.64,5.6,24.99,D,Petherick 1987:42
1067,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure D,Elliptical,7.2,7.2,40.3,D,Petherick 1987:42
1068,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure E,Elliptical,7.6,7.6,45.61,D,Petherick 1987:42
1069,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure F,,29,3.2,,D,Petherick 1987:42
1070,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure G,Elliptical,6.7,6.7,35.3,D,Petherick 1987:42
1071,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure H,Elliptical,6.4,6.4,32.14,D,Petherick 1987:42
1072,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure I,Elliptical,7,7,38.55,D,Petherick 1987:42
1073,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure J,Elliptical,6.1,6.1,29.17,D,Petherick 1987:42
1074,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure K,Elliptical,6.7,6.7,35.3,D,Petherick 1987:42
1075,,2014_02_25,Wall,31-Or-11,NC,Orange NC,11 PH/H,,Structure,Structure L,Elliptical,5.8,5.8,26.38,D,Petherick 1987:42
1077,,2014_02_25,Fredricks,31-Or-231,NC,Orange NC,11 PH/H,,Structure,Structure 1,Elliptical,3.8,3.2,9.6,IO,Petherick 1987:68
1078,,2014_02_25,Fredricks,31-Or-231,NC,Orange NC,11 PH/H,,Structure,Structure 2,Rounded rectangular,6.4,5.8,24.25,D,Petherick 1987:68
1079,,2014_02_25,Fredricks,31-Or-231,NC,Orange NC,11 PH/H,,Structure,Structure 3,Elliptical,4.9,4.3,16.6,D,Petherick 1987:68
1076,466,2014_02_25,Mitchum,31-Ch-452,NC,Chatham NC,11 PH/H,,Structure,Structure 1,Elliptical,6.7,5.2,27.81,D,Petherick 1987:55; Steere 2011; Ward and Davis 1993
1080,,2014_02_25,East Aberdeen,22-Mo-819,MS,Monroe MS,03 MA,,Structure,,Arc/C,4,,,D,Rafferty et al. 1980; Sassaman and Ledbetter 1996:78
1081,,2014_02_25,Lovers Lane,9-Ri-86,GA,Richmond GA,04 LA,,Structure,Structure 1,Rounded rectangular,7,6,42,D,Sassaman and Ledbetter 1996:82
1082,,2014_02_25,Tarver,9-Jo-6,GA,Jones GA,04 LA,,Structure,Block A structure,Elliptical,11,9,78.54,D,"Sassaman and Ledbetter 1996:82, 85"
1083,,2014_02_25,Mill Branch,9-Wr-4,GA,Warren GA,04 LA,,Structure,,Rectangular,5,4,20,D,"Sassaman and Ledbetter 1996:87,89"
1084,,2014_02_25,Thistle Hill,AhGx-226,ON,Hamilton-Wentworth ON,04 LA,,Structure,Feature 1,Elliptical,4,3.15,10.04,D,Woodley 1990
1085,,2014_02_25,Thistle Hill,AhGx-226,ON,Hamilton-Wentworth ON,04 LA,,Structure,Feature 2,Elliptical,4.3,3.2,11.04,D,Woodley 1990
1030,1178,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 23,Rectangular,3.9,2.5,9.75,D,Emerson and Jackson 1984:115
1031,1190,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 24,Rectangular,4.2,2.2,9.16,D,Emerson and Jackson 1984:115
1032,1192,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 29,Rectangular,4.1,2.26,9.27,D,Emerson and Jackson 1984:115
1033,1193,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 61,Rectangular,3.44,2.36,8.12,D,Emerson and Jackson 1984:115
1034,1179,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 94,Rectangular,4.14,2.54,10.52,D,Emerson and Jackson 1984:115
1035,1184,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 95,Rectangular,3.94,2.14,8.43,D,Emerson and Jackson 1984:115
1036,1185,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 96,Rectangular,2.26,1.49,3.37,D,Emerson and Jackson 1984:115
1037,1180,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 98,Rectangular,4.24,2.22,9.41,D,Emerson and Jackson 1984:115
1038,1186,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 100,Rectangular,3.44,2.43,8.36,D,Emerson and Jackson 1984:115
1086,1181,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 108,Rectangular,2.78,1.7,4.73,D,Emerson and Jackson 1984:115
1087,1187,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 161,Rectangular,3.49,1.84,6.42,D,Emerson and Jackson 1984:115
1088,1182,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 175,Rectangular,2.58,1.46,3.77,D,Emerson and Jackson 1984:115
1089,1183,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 187,Rectangular,4.51,2.41,10.87,D,Emerson and Jackson 1984:115
1090,1188,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 218,Rectangular,3.88,2.22,8.61,D,Emerson and Jackson 1984:115
1091,1191,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 235,Rectangular,2.87,1.73,4.97,D,Emerson and Jackson 1984:115
1092,1189,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 262,Rectangular,2.65,1.51,4,D,Emerson and Jackson 1984:115
1093,1174,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 52,Rectangular,5.54,3.26,18.06,D,Emerson 1984:201
1094,1175,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 87,Rectangular,5.8,3.8,16.5,D,Emerson 1984:201
1095,1176,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 176,Rectangular,4.24,2.5,10.5,D,Emerson 1984:226
1096,1177,2014_02_25,BBB Motor,11-Ms-595,IL,Madison IL,09 EM/Miss,,Structure,Feature 16,Rectangular,5,3.16,15.8,D,Emerson 1984:231
1097,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 1,Rectangular,3.8,3.1,11.78,D,McElrath et al. 1987:65
1098,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 2,Rectangular,4,2.14,8.56,D,McElrath et al. 1987:65
1099,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 3,Rectangular,4,2.74,11.07,D,McElrath et al. 1987:65
1100,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 4,Rectangular,6,4.6,27.6,D,McElrath et al. 1987:65
1101,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 5,Rectangular,3.9,2.2,8.58,D,McElrath et al. 1987:65
1102,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 40,Rectangular,4.2,3.5,14.63,D,McElrath et al. 1987:65
1103,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 50,Rectangular,3.7,2.6,9.62,D,McElrath et al. 1987:65
1104,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 70,Rectangular,3.42,3.4,11.63,D,McElrath et al. 1987:65
1105,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 100,,,,,D,McElrath et al. 1987:65
1106,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 106,Rectangular,4.2,3.7,15.54,D,McElrath et al. 1987:65
1107,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 107,Rectangular,3.6,3.5,12.6,D,McElrath et al. 1987:65
1108,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 115,Rectangular,3.88,2.82,10.94,D,McElrath et al. 1987:65
1109,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 116,Rectangular,3.2,2.88,9.22,D,McElrath et al. 1987:65
1110,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 117,,4.1,2.62,10.74,D,McElrath et al. 1987:65
1111,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 192,Rectangular,3.42,2.54,8.69,D,McElrath et al. 1987:65
1112,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 193,Rectangular,3.48,2.64,9.19,D,McElrath et al. 1987:65
1113,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 198,,5.82,3.41,19.85,D,McElrath et al. 1987:65
1114,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 204,Irregular/other,3.14,2.14,6.72,D,McElrath et al. 1987:65
1115,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 20,Rectangular,4.3,4.1,17.63,D,McElrath et al. 1987:163
1116,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 30,Rectangular,4.84,4.22,20.43,D,McElrath et al. 1987:163
1117,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 60,Rectangular,5.04,3.94,19.86,D,McElrath et al. 1987:163
1118,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 80,Rectangular,4.78,4.4,,D,McElrath et al. 1987:163
1119,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 90,Rectangular,4.32,4.16,22.13,D,McElrath et al. 1987:163
1120,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 102,Rectangular,3.78,3.52,13.31,D,McElrath et al. 1987:163
1121,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 105,Rectangular,9.3,3.1,9.33,D,McElrath et al. 1987:163
1122,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 108,Rectangular,2.83,2.56,7.25,D,McElrath et al. 1987:163
1123,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 109/180 A,Rectangular,4.3,4.2,18.06,D,McElrath et al. 1987:163
1124,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 109/180 B,Rectangular,4.3,3.5,15.05,D,McElrath et al. 1987:163
1125,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 111,Rectangular,4.1,3.2,13.12,D,McElrath et al. 1987:163
1126,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 112,Rectangular,3.42,2.81,9.61,D,McElrath et al. 1987:163
1127,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 113,Rectangular,4.62,3.68,17,D,McElrath et al. 1987:163
1128,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 114,Rectangular,4.36,2.58,11.25,D,McElrath et al. 1987:163
1129,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 118,Rectangular,3.64,3.56,12.96,D,McElrath et al. 1987:163
1130,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 119,Rectangular,3.54,2.09,7.4,D,McElrath et al. 1987:163
1131,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 120A,Rectangular,3.98,3.05,12.14,D,McElrath et al. 1987:163
1132,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 120B,Rectangular,3.98,2.8,11.14,D,McElrath et al. 1987:163
1133,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 130A,Rectangular,4.94,3.72,18.38,D,McElrath et al. 1987:163
1134,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 130B,Rectangular,4.6,3.22,14.81,D,McElrath et al. 1987:163
1135,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 175,Rectangular,6.6,6.37,42.04,D,McElrath et al. 1987:163
1136,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 176,Rectangular,7.2,4.7,33.84,D,McElrath et al. 1987:163
1137,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 179A,Rectangular,5.5,3.8,20.9,D,McElrath et al. 1987:163
1138,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 179B,Rectangular,4.8,3.04,14.59,D,McElrath et al. 1987:163
1139,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 181,Rectangular,4.6,2.92,13.43,D,McElrath et al. 1987:163
1140,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 183,Rectangular,3.89,3.57,13.89,D,McElrath et al. 1987:163
1141,,2014_02_25,Radic,11-Ms-584,IL,Madison IL,09 EM/Miss,,Structure,Feature 187,Rectangular,3.68,3.16,11.63,D,McElrath et al. 1987:163
1142,,2014_02_25,Marcus,11-S-631,IL,Saint Clair IL,09 EM/Miss,,Structure,Feature 2,Rectangular,3.8,3.3,12.54,D,Emerson and Jackson 1987
1143,,2014_02_25,Marcus,11-S-631,IL,Saint Clair IL,09 EM/Miss,,Structure,Feature 13,Rectangular,2.47,2.35,5.8,D,Emerson and Jackson 1987
1144,,2014_02_25,Horr's Island,8-Cr-209,FL,Collier FL,04 LA,,Structure,,,,,,D,Russo 1991
1145,,2014_02_25,Dawson Creek,BaGn-16,ON,Northumberland ON,05 EW,,Structure,"Post moulds 2, 3, 4, 7",Elliptical,,,,D,Jackson 1980
1146,660,2014_02_25,Kellog,9-Ck-62,GA,Cherokee GA,06 MW,,Structure,,Elliptical,3.35,3.4,8.8,D,Bowen 1989:46; Caldwell 1951; Ledbetter et al. 2009; Steere 2011
1147,,2014_02_25,Kellog,9-Ck-62,GA,Cherokee GA,05 EW,,Structure,"Arcs of postmolds with Features 8, 18, 30",Arc/C,,,,D,Bowen 1989:46
1148,,2014_02_25,Garfield,9-Br-99,GA,Bartow GA,05 EW,,Structure,Arcs of postmolds,Arc/C,,,,D,Bowen 1989:62
1149,,2014_02_25,9-Ck(DOT)-7,9-Ck(DOT)-7,GA,Cherokee GA,05 EW,,Structure,,,4.9,3.8,14.86,D,"Bowen 1989:69,73, 212-3"
1150,337,2014_02_25,Two Run Creek,9-Br-3,GA,Bartow GA,05 EW,?,Structure,House 6,Elliptical,7.9,7.9,49,D,"Bowen 1989:77-78; Steere 2011; Wauchope 1966:223-231, 450"
282,,2014_02_25,Carmen No. 1,24D2-109,IL,Union IL,04 LA,?,NA,,,,,,D,Winters 1959
296,,2014_02_25,Barton-Milner,11-Ls-392A,IL,LaSalle IL,03 MA,,Structure,,,4.5,3.5,15.75,D,Ahler 2000:65 (citing Ferguson 1992)
1151,,2014_02_25,Delaware Park,7NC-E-41,DE,New Castle DE,04 LA,,Structure,Feature 94,Elliptical,3.9,3.7,11.34,D,Thomas 1981
1152,,2014_02_25,Delaware Park,7NC-E-41,DE,New Castle DE,04 LA,,Structure,Feature 130,Elliptical,3.9,2.9,9.08,D,Thomas 1981
1153,,2014_02_25,Edmondson Bridge,40-Mu-423,TN,Maury TN,06 MW,,Structure,Structure 1,Elliptical,14,10.5,117.86,D,Bentz 1986:33
1154,,2014_02_25,Edmondson Bridge,40-Mu-423,TN,Maury TN,06 MW,,Structure,Structure 2,Elliptical,9.8,8.5,65.76,D,Bentz 1986:33
1155,,2014_02_25,Edmondson Bridge,40-Mu-423,TN,Maury TN,06 MW,,Structure,Structure 3,Elliptical,8,5,33.18,D,Bentz 1986:33
53,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure A,Rectangular,4.9,4,19.32,D,Ritchie 1965:72-74
54,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure B,Rectangular,4.9,3.4,16.35,D,Ritchie 1965:72-74
55,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure C,Rectangular,4.3,2.7,11.7,D,Ritchie 1965:72-74
56,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure D,Rectangular,4.9,3.4,16.35,D,Ritchie 1965:72-74
57,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure E,Rectangular,3.05,,,D,Ritchie 1965:72-74
58,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure F,Rectangular,4.3,2.6,11.06,D,Ritchie 1965:72-74
59,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure G,Rectangular,4.4,2.4,10.78,D,Ritchie 1965:72-74
60,,2014_02_25,Lamoka Lake,Hpt. 1,NY,Schuyler NY,04 LA,,Structure,Structure H,Rectangular,2.13,,,D,Ritchie 1965:72-74
52,,2014_02_25,Patton,33-At-990,OH,Athens OH,06 MW,,Structure,Structure 1A,Rectangular,6,3,18,D,Weaver 2009
61,,2014_02_25,Donaldson,BdHi-1,ON,Bruce ON,06 MW,,Structure,Structure 1,Rectangular,7,5.2,36.31,D,Ritchie 1965:208; Wright and Anderson 1963:11-15
62,,2014_02_25,Donaldson,BdHi-1,ON,Bruce ON,06 MW,,Structure,Structure 2,Rectangular,5.2,3.4,17.35,D,Ritchie 1965:208; Wright and Anderson 1963:11-15
63,,2014_02_25,Kipp Island No. 4,Aub. 12-1,NY,Seneca NY,07 MW-LW,,Structure,House 1,Elliptical,5.49,5.5,23.67,D,Ritchie 1965:247
64,,2014_02_25,Kipp Island No. 4,Aub. 12-1,NY,Seneca NY,07 MW-LW,,Structure,House 2 (?),Rectangular,5.8,3.1,17.66,D,Ritchie 1965:247
65,,2014_02_25,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House AII,Rounded rectangular,18.7,7.7,142.67,D,Hart 2000:11; Ritchie 1965:281;  Ritchie and Funk 1973:198
66,,2014_02_25,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House BI,Rounded rectangular,9,7,63,D,"Hart 2000:8, 11; Ritchie 1965:281;  Ritchie and Funk 1973:198"
67,,2014_02_25,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House C,,7,6.1,43.02,D,Hart 2000:11; Ritchie 1965:281;  Ritchie and Funk 1973:198
68,,2014_02_25,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House D,,6.1,5.2,31.82,D,Hart 2000:11; Ritchie 1965:281;  Ritchie and Funk 1973:198
69,,2014_02_25,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House E,Rounded rectangular,8.26,,,D,Hart 2000:11; Ritchie 1965:281;  Ritchie and Funk 1973:198-9
267,,2014_02_25,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House F,Rounded rectangular,10.4,7.6,80.1,D,"Hart 2000:11, 18; Ritchie 1965:281;  Ritchie and Funk 1973:201"
2214,,2014_03_12,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House AI,Rounded rectangular,11.7,7,81.9,D,Hart 2000:8
2215,,2014_03_12,Maxon-Derby,Bwv. 13-3,NY,Onondaga NY,08 LW/LP,,Structure,House BII,Rounded rectangular,11,7,77,D,Hart 2000:8
50,,2014_02_25,DeMange,11-S-447,IL,Saint Clair IL,09 EM/Miss,,Structure,Feature 2,Rectangular,5,2.2,11.09,D,"Milner 1983:39, 181"
51,,2014_02_25,DeMange,11-S-447,IL,Saint Clair IL,09 EM/Miss,,Structure,Feature 3,Rectangular,4.1,2.3,9.48,D,"Milner 1983:39, 181"
14,,2014_02_25,Florence Street,11-S-458,IL,Saint Clair IL,05 EW,,Structure,Feature 5 Complex,Elliptical,7.42,5.76,34.1,D,Emerson and Fortier 1986:510; Fortier 1993:263
7,,2014_02_25,Grayson,15-Cr-73,KY,Carter KY,04 LA,,Structure,Structure 1,Elliptical,10,9,70.88,D,Ledbetter and O'Steen 1992:19; Sassaman and Ledbetter 1996:86
9,,2014_02_25,Grayson,15-Cr-73,KY,Carter KY,05 EW,,Structure,Structure 3,Elliptical,12,12,113,D,Ledbetter and O'Steen 1992:19
10,,2014_02_25,Grayson,15-Cr-73,KY,Carter KY,,,Structure,Structure 4,Elliptical,,,,D,Ledbetter and O'Steen 1992:19
37,,2014_02_25,Grayson,15-Cr-73,KY,Carter KY,04 LA,,Structure,Structure 2,Indeterminate,,,,D,Ledbetter and O'Steen 1992:19
18,,2014_02_25,Koster,11-Ge-4,IL,Greene IL,03 MA,,Structure,Western platform,Rectangular,9.14,5.49,50,D,Carlson 1979:355
19,,2014_02_25,Koster,11-Ge-4,IL,Greene IL,03 MA,,Structure,Generalized 8C house,Rectangular,5,4.5,22.5,D,Brown and Vierra 1983:184
20,,2014_02_25,Koster,11-Ge-4,IL,Greene IL,03 MA,,Structure,Feature 927,Rectangular,5.5,2.8,15.4,D,Wiant et al. 2009; Wolynec 1977
71,,2014_02_25,Koster,11-Ge-4,IL,Greene IL,03 MA,,NA,wall trenches,Rectangular,3.1,,,D,Wolynec 1977:275
12,,2014_02_25,Labras Lake,11-S-299,IL,Saint Clair IL,04 LA,,Structure,Feature 171,Elliptical,4.8,2.4,11.4,D,Philips and Gladfelter 1983:201; Yerkes 1987
13,,2014_02_25,Labras Lake,11-S-299,IL,Saint Clair IL,04 LA,,Structure,Feature 1172,Elliptical,5.6,2.9,16.2,D,Philips and Gladfelter 1983:201; Yerkes 1987:58-62
29,,2014_02_25,Labras Lake,11-S-299,IL,Saint Clair IL,04 LA,,Domestic area,Feature 174,NA,3.2,1.5,5,D,McElrath et al. 2009:365; Phillips and Gladfelter 1983:201; Yerkes 1987
30,,2014_02_25,Labras Lake,11-S-299,IL,Saint Clair IL,04 LA,,Domestic area,Feature 768,NA,4,3.6,14.2,D,McElrath et al. 2009:365; Phillips and Gladfelter 1983:201; Yerkes 1987
270,,2014_02_25,Labras Lake,11-S-299,IL,Saint Clair IL,04 LA,,Domestic area,Feature 137,NA,2.4,1.7,3.9,D,Phillips and Gladfelter 1983:201; Yerkes 1987
271,,2014_02_25,Labras Lake,11-S-299,IL,Saint Clair IL,04 LA,,Domestic area,Feature 778,NA,3,2.1,6.4,D,Phillips and Gladfelter 1983:201; Yerkes 1987
